venta_id,fecha,cliente_id,juego_id,plataforma,precio,cantidad,metodo_pago,vendedor
V00351,2024-10-14,C0167,JV017,PS5,219.9,1,Tarjeta Débito,Ana
V00352,2024-08-23,C0468,JV011,PC,219.9,1,Plin,Luis
V00353,2024-12-14,C0330,JV012,Xbox,189.9,2,Tarjeta Débito,Ana
V00354,2024-05-22,C0286,JV007,Xbox,249.9,1,Yape,José
V00355,2024-04-16,C0354,JV010,PS5,229.9,2,Plin,Ana
V00356,2024-05-20,C0148,JV012,PS5,189.9,2,Tarjeta Débito,Luis
V00357,2024-06-25,C0489,JV013,PS4,269.9,1,Plin,Carlos
V00358,2024-02-10,C0178,JV010,PS5,229.9,2,Plin,Ana
V00359,2024-10-02,C0139,JV007,PC,249.9,1,Plin,María
V00360,2024-10-27,C0123,JV004,Switch,279.9,2,Efectivo,Luis
V00361,2024-04-29,C0027,JV008,PS5,239.9,2,Tarjeta Crédito,José
V00362,2024-12-14,C0395,JV016,PS5,289.9,1,Efectivo,Luis
V00363,2024-11-30,C0479,JV006,Switch,219.9,1,Tarjeta Crédito,María
V00364,2024-05-26,C0331,JV010,PS5,229.9,1,Efectivo,Luis
V00365,2024-01-20,C0468,JV008,PS5,239.9,2,Tarjeta Crédito,María
V00366,2024-07-22,C0404,JV002,PS5,249.9,3,Yape,José
V00367,2024-06-01,C0291,JV002,PC,249.9,1,Efectivo,José
V00368,2024-11-24,C0279,JV010,PC,229.9,1,Tarjeta Crédito,María
V00369,2024-05-19,C0099,JV017,PS5,219.9,1,Plin,María
V00370,2024-05-11,C0368,JV015,PS5,239.9,2,Efectivo,José
V00371,2024-12-11,C0388,JV010,PS5,229.9,2,Yape,Luis
V00372,2024-08-06,C0264,JV013,PS5,269.9,3,Efectivo,Ana
V00373,2024-03-12,C0245,JV004,Switch,279.9,1,Yape,Carlos
V00374,2024-04-30,C0229,JV009,Switch,199.9,1,Plin,José
V00375,2024-10-20,C0006,JV019,Switch,249.9,2,Plin,María
V00376,2024-03-01,C0239,JV002,Xbox,249.9,2,Yape,Ana
V00377,2024-06-08,C0354,JV017,PS5,219.9,2,Plin,José
V00378,2024-04-22,C0491,JV020,PS5,179.9,1,Tarjeta Crédito,María
V00379,2024-11-06,C0192,JV015,PS5,239.9,2,Tarjeta Débito,Ana
V00380,2024-12-06,C0423,JV018,Switch,129.9,3,Yape,Luis
V00381,2024-08-16,C0271,JV003,Xbox,229.9,2,Efectivo,Luis
V00382,2024-10-07,C0463,JV004,Switch,279.9,1,Yape,Luis
V00383,2024-03-25,C0168,JV018,PC,129.9,1,Tarjeta Crédito,Carlos
V00384,2024-10-25,C0251,JV007,PS5,249.9,2,Tarjeta Débito,Ana
V00385,2024-03-08,C0263,JV002,PS5,249.9,1,Tarjeta Crédito,Luis
V00386,2024-08-24,C0345,JV002,Xbox,249.9,2,Efectivo,Ana
V00387,2024-01-02,C0382,JV009,Switch,199.9,3,Tarjeta Débito,Carlos
V00388,2024-06-25,C0359,JV002,PS5,249.9,1,Tarjeta Débito,Carlos
V00389,2024-01-17,C0147,JV003,Switch,229.9,1,Yape,María
V00390,2024-07-14,C0230,JV014,Switch,259.9,1,Tarjeta Crédito,Carlos
V00391,2024-11-30,C0441,JV018,Xbox,129.9,1,Efectivo,María
V00392,2024-09-27,C0066,JV018,Switch,129.9,1,Efectivo,Carlos
V00393,2024-12-10,C0369,JV010,PC,229.9,1,Tarjeta Crédito,Luis
V00394,2024-04-27,C0127,JV013,PS5,269.9,3,Plin,María
V00395,2024-02-27,C0017,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V00396,2024-02-04,C0052,JV008,PC,239.9,1,Efectivo,Ana
V00397,2024-12-26,C0447,JV020,PS5,179.9,2,Yape,Carlos
V00398,2024-04-29,C0277,JV013,PS4,269.9,1,Efectivo,María
V00399,2024-04-29,C0418,JV017,PC,219.9,1,Plin,Luis
V00400,2024-12-10,C0420,JV020,Xbox,179.9,3,Yape,José
V00401,2024-09-23,C0114,JV005,PS5,299.9,2,Plin,José
V00402,2024-10-29,C0451,JV002,PS5,249.9,2,Tarjeta Crédito,Luis
V00403,2024-06-25,C0483,JV016,PS5,289.9,1,Tarjeta Débito,José
V00404,2024-03-17,C0154,JV014,Switch,259.9,1,Yape,Luis
V00405,2024-04-25,C0154,JV016,PS5,289.9,1,Tarjeta Crédito,Carlos
V00406,2024-08-01,C0286,JV018,PC,129.9,1,Yape,Ana
V00407,2024-04-14,C0170,JV008,PS5,239.9,1,Tarjeta Crédito,José
V00408,2024-04-07,C0027,JV003,Xbox,229.9,2,Tarjeta Crédito,Luis
V00409,2024-02-07,C0097,JV020,PC,179.9,1,Tarjeta Débito,María
V00410,2024-06-19,C0156,JV016,PS5,289.9,1,Yape,María
V00411,2024-09-02,C0469,JV004,Switch,279.9,2,Tarjeta Débito,María
V00412,2024-10-09,C0165,JV013,PS5,269.9,1,Tarjeta Crédito,Ana
V00413,2024-07-02,C0158,JV018,Xbox,129.9,2,Plin,Luis
V00414,2024-02-20,C0412,JV016,PS5,289.9,1,Plin,María
V00415,2024-07-30,C0024,JV012,PC,189.9,1,Yape,María
V00416,2024-10-10,C0479,JV001,PS5,299.9,1,Tarjeta Débito,Ana
V00417,2024-04-10,C0169,JV010,PS5,229.9,1,Tarjeta Crédito,Luis
V00418,2024-10-08,C0336,JV008,Xbox,239.9,1,Plin,Ana
V00419,2024-03-27,C0376,JV016,PS5,289.9,1,Yape,María
V00420,2024-04-04,C0470,JV018,PC,129.9,1,Efectivo,Luis
V00421,2024-02-08,C0484,JV002,PS5,249.9,3,Efectivo,Ana
V00422,2024-11-18,C0119,JV005,PS5,299.9,3,Yape,Carlos
V00423,2024-08-21,C0192,JV007,PS5,249.9,2,Tarjeta Débito,Luis
V00424,2024-09-06,C0009,JV016,PS5,289.9,2,Tarjeta Débito,Luis
V00425,2024-01-09,C0272,JV014,Xbox,259.9,1,Tarjeta Débito,José
V00426,2024-12-23,C0346,JV001,PS5,299.9,2,Yape,Carlos
V00427,2024-03-17,C0124,JV004,Switch,279.9,2,Tarjeta Débito,Luis
V00428,2024-06-30,C0137,JV009,Switch,199.9,3,Efectivo,José
V00429,2024-10-16,C0125,JV013,PS4,269.9,1,Plin,Carlos
V00430,2024-07-26,C0195,JV002,PS5,249.9,1,Tarjeta Débito,Ana
V00431,2024-01-05,C0360,JV002,PS5,249.9,2,Efectivo,Ana
V00432,2024-06-18,C0290,JV014,PS5,259.9,2,Tarjeta Débito,Carlos
V00433,2024-12-20,C0455,JV008,PC,239.9,1,Tarjeta Crédito,José
V00434,2024-12-16,C0474,JV002,Xbox,249.9,1,Tarjeta Débito,Luis
V00435,2024-06-10,C0009,JV002,PS5,249.9,1,Tarjeta Débito,María
V00436,2024-06-02,C0084,JV013,PS5,269.9,1,Yape,Luis
V00437,2024-10-03,C0170,JV013,PS5,269.9,2,Yape,Carlos
V00438,2024-06-26,C0028,JV017,PS5,219.9,2,Tarjeta Crédito,María
V00439,2024-11-05,C0394,JV003,PC,229.9,1,Tarjeta Débito,Ana
V00440,2024-11-20,C0140,JV011,PS5,219.9,1,Tarjeta Crédito,María
V00441,2024-07-11,C0222,JV012,PS4,189.9,2,Tarjeta Débito,Ana
V00442,2024-11-12,C0152,JV003,PS5,229.9,3,Efectivo,Carlos
V00443,2024-07-13,C0365,JV009,Switch,199.9,1,Tarjeta Crédito,José
V00444,2024-02-16,C0003,JV012,Xbox,189.9,1,Tarjeta Crédito,José
V00445,2024-03-08,C0045,JV009,Switch,199.9,1,Tarjeta Crédito,Ana
V00446,2024-09-19,C0209,JV018,Switch,129.9,2,Efectivo,Carlos
V00447,2024-02-17,C0306,JV012,PC,189.9,2,Plin,Ana
V00448,2024-07-30,C0199,JV001,PS5,299.9,1,Tarjeta Débito,María
V00449,2024-03-27,C0351,JV019,Switch,249.9,2,Yape,María
V00450,2024-05-17,C0253,JV009,Switch,199.9,1,Efectivo,María
V00451,2024-08-03,C0154,JV014,Switch,259.9,1,Efectivo,José
V00452,2024-11-16,C0254,JV009,Switch,199.9,1,Tarjeta Débito,María
V00453,2024-03-10,C0156,JV015,PS5,239.9,1,Tarjeta Crédito,José
V00454,2024-06-17,C0226,JV020,Xbox,179.9,1,Tarjeta Crédito,Luis
V00455,2024-06-13,C0309,JV005,PS5,299.9,1,Tarjeta Crédito,José
V00456,2024-06-12,C0150,JV006,Switch,219.9,1,Tarjeta Débito,María
V00457,2024-05-23,C0419,JV011,PS5,219.9,1,Plin,Carlos
V00458,2024-10-30,C0280,JV019,Switch,249.9,1,Tarjeta Débito,Carlos
V00459,2024-04-17,C0225,JV015,Xbox,239.9,2,Efectivo,Ana
V00460,2024-11-20,C0156,JV016,PS5,289.9,1,Plin,María
V00461,2024-07-12,C0038,JV014,Switch,259.9,3,Tarjeta Débito,Ana
V00462,2024-09-30,C0260,JV019,Switch,249.9,1,Tarjeta Débito,Carlos
V00463,2024-10-01,C0305,JV012,PS5,189.9,2,Efectivo,María
V00464,2024-11-27,C0314,JV012,PS5,189.9,1,Tarjeta Débito,Ana
V00465,2024-08-08,C0055,JV011,PS5,219.9,3,Efectivo,José
V00466,2024-09-22,C0286,JV008,PC,239.9,2,Tarjeta Débito,María
V00467,2024-07-19,C0238,JV015,PC,239.9,1,Tarjeta Débito,María
V00468,2024-09-04,C0054,JV012,Xbox,189.9,1,Tarjeta Crédito,Carlos
V00469,2024-03-13,C0179,JV004,Switch,279.9,3,Plin,Ana
V00470,2024-09-04,C0179,JV007,PS5,249.9,2,Efectivo,Ana
V00471,2024-02-04,C0154,JV015,PS5,239.9,1,Efectivo,Carlos
V00472,2024-02-25,C0347,JV011,PS5,219.9,2,Yape,Luis
V00473,2024-03-22,C0170,JV006,PC,219.9,2,Tarjeta Crédito,Ana
V00474,2024-07-26,C0323,JV008,PS5,239.9,3,Yape,Ana
V00475,2024-11-10,C0453,JV013,PS4,269.9,1,Tarjeta Crédito,Luis
V00476,2024-01-03,C0361,JV014,PS4,259.9,1,Yape,José
V00477,2024-02-22,C0410,JV003,PC,229.9,2,Yape,José
V00478,2024-08-22,C0059,JV011,PS5,219.9,1,Tarjeta Crédito,Luis
V00479,2024-07-17,C0313,JV011,PS5,219.9,2,Tarjeta Débito,Carlos
V00480,2024-08-22,C0317,JV012,PS4,189.9,1,Plin,Luis
V00481,2024-12-10,C0069,JV019,Switch,249.9,1,Efectivo,María
V00482,2024-04-03,C0192,JV010,PS5,229.9,1,Tarjeta Débito,Ana
V00483,2024-03-11,C0295,JV014,Switch,259.9,2,Tarjeta Crédito,María
V00484,2024-10-02,C0356,JV016,PS5,289.9,2,Tarjeta Débito,María
V00485,2024-03-12,C0096,JV016,PS5,289.9,1,Tarjeta Crédito,Luis
V00486,2024-07-02,C0488,JV002,PS5,249.9,3,Tarjeta Crédito,María
V00487,2024-07-15,C0494,JV007,PC,249.9,3,Tarjeta Débito,Ana
V00488,2024-09-08,C0213,JV014,Switch,259.9,2,Tarjeta Crédito,María
V00489,2024-01-16,C0408,JV003,PS5,229.9,2,Plin,Carlos
V00490,2024-10-02,C0148,JV009,Switch,199.9,1,Tarjeta Crédito,Luis
V00491,2024-09-18,C0058,JV016,PS5,289.9,2,Efectivo,José
V00492,2024-07-06,C0278,JV018,Switch,129.9,3,Tarjeta Crédito,Luis
V00493,2024-02-22,C0377,JV007,PS5,249.9,1,Plin,Carlos
V00494,2024-06-27,C0442,JV015,PS5,239.9,1,Tarjeta Crédito,Carlos
V00495,2024-10-28,C0353,JV008,Xbox,239.9,1,Tarjeta Débito,Ana
V00496,2024-03-12,C0402,JV006,PS5,219.9,2,Yape,Carlos
V00497,2024-09-29,C0144,JV019,Switch,249.9,1,Tarjeta Débito,María
V00498,2024-05-29,C0149,JV011,PC,219.9,2,Plin,Luis
V00499,2024-07-29,C0471,JV004,Switch,279.9,1,Plin,María
V00500,2024-03-15,C0365,JV005,PS5,299.9,1,Yape,Ana
V00501,2024-10-22,C0324,JV016,PS5,289.9,1,Tarjeta Crédito,Ana
V00502,2024-11-20,C0407,JV015,PS5,239.9,1,Tarjeta Crédito,Luis
V00503,2024-07-07,C0233,JV009,Switch,199.9,2,Plin,Luis
V00504,2024-02-17,C0375,JV001,PS5,299.9,3,Plin,Carlos
V00505,2024-04-21,C0496,JV018,Switch,129.9,1,Yape,Ana
V00506,2024-05-25,C0173,JV009,Switch,199.9,1,Tarjeta Débito,María
V00507,2024-09-05,C0404,JV019,Switch,249.9,3,Efectivo,Carlos
V00508,2024-08-23,C0009,JV004,Switch,279.9,2,Yape,Ana
V00509,2024-08-07,C0104,JV015,PS5,239.9,1,Plin,María
V00510,2024-12-01,C0185,JV009,Switch,199.9,1,Efectivo,José
V00511,2024-07-21,C0321,JV006,Xbox,219.9,1,Yape,Ana
V00512,2024-02-18,C0001,JV003,PS5,229.9,2,Tarjeta Crédito,Carlos
V00513,2024-04-25,C0266,JV005,PS5,299.9,2,Efectivo,Carlos
V00514,2024-03-02,C0441,JV011,PS5,219.9,3,Yape,Ana
V00515,2024-07-15,C0046,JV003,PS5,229.9,1,Efectivo,José
V00516,2024-03-11,C0196,JV012,PS4,189.9,1,Yape,Carlos
V00517,2024-01-05,C0313,JV017,PS5,219.9,2,Tarjeta Crédito,José
V00518,2024-03-18,C0471,JV007,PS5,249.9,2,Tarjeta Débito,Ana
V00519,2024-02-21,C0072,JV007,PS5,249.9,1,Tarjeta Débito,Ana
V00520,2024-06-10,C0406,JV012,PS4,189.9,1,Yape,José
V00521,2024-10-10,C0308,JV003,PC,229.9,1,Tarjeta Débito,José
V00522,2024-12-03,C0449,JV001,PS5,299.9,3,Yape,Luis
V00523,2024-04-06,C0383,JV020,PS5,179.9,2,Plin,Carlos
V00524,2024-07-16,C0058,JV008,PS5,239.9,1,Tarjeta Crédito,Luis
V00525,2024-01-07,C0185,JV003,Xbox,229.9,2,Yape,Ana
V00526,2024-07-06,C0280,JV019,Switch,249.9,1,Tarjeta Crédito,Carlos
V00527,2024-02-04,C0008,JV001,PS5,299.9,2,Yape,Carlos
V00528,2024-07-22,C0260,JV002,Xbox,249.9,3,Tarjeta Débito,Ana
V00529,2024-07-24,C0043,JV014,PC,259.9,2,Tarjeta Débito,Luis
V00530,2024-02-12,C0159,JV005,PS5,299.9,1,Tarjeta Débito,María
V00531,2024-06-16,C0201,JV005,PS5,299.9,2,Efectivo,José
V00532,2024-05-02,C0030,JV014,PS4,259.9,2,Efectivo,Ana
V00533,2024-11-09,C0312,JV004,Switch,279.9,1,Plin,María
V00534,2024-12-28,C0071,JV004,Switch,279.9,1,Yape,Ana
V00535,2024-09-21,C0401,JV012,Xbox,189.9,2,Yape,José
V00536,2024-05-17,C0376,JV005,PS5,299.9,2,Efectivo,José
V00537,2024-09-25,C0033,JV014,Xbox,259.9,1,Tarjeta Débito,Carlos
V00538,2024-09-18,C0185,JV016,PS5,289.9,1,Tarjeta Crédito,Luis
V00539,2024-03-21,C0131,JV006,PS5,219.9,1,Tarjeta Débito,Carlos
V00540,2024-09-17,C0002,JV008,PS5,239.9,2,Efectivo,María
V00541,2024-07-05,C0197,JV002,PS5,249.9,1,Yape,Carlos
V00542,2024-12-01,C0215,JV018,Switch,129.9,3,Plin,María
V00543,2024-06-12,C0139,JV014,PS5,259.9,2,Tarjeta Débito,José
V00544,2024-12-10,C0462,JV004,Switch,279.9,2,Yape,María
V00545,2024-07-24,C0036,JV017,PS5,219.9,1,Plin,José
V00546,2024-10-10,C0234,JV011,PS5,219.9,1,Plin,María
V00547,2024-06-04,C0379,JV010,PC,229.9,2,Yape,Ana
V00548,2024-09-09,C0396,JV012,PS4,189.9,2,Tarjeta Débito,María
V00549,2024-07-28,C0013,JV005,PS5,299.9,1,Tarjeta Débito,José
V00550,2024-01-01,C0389,JV001,PS5,299.9,1,Plin,Carlos
V00551,2024-05-01,C0215,JV007,PS5,249.9,2,Efectivo,María
V00552,2024-01-23,C0472,JV009,Switch,199.9,1,Tarjeta Débito,Ana
V00553,2024-02-13,C0298,JV012,PS5,189.9,1,Tarjeta Débito,María
V00554,2024-10-30,C0291,JV013,PS5,269.9,1,Tarjeta Crédito,María
V00555,2024-05-13,C0436,JV008,Xbox,239.9,1,Tarjeta Crédito,José
V00556,2024-05-19,C0120,JV011,PS5,219.9,1,Yape,María
V00557,2024-03-20,C0055,JV019,Switch,249.9,1,Tarjeta Crédito,Ana
V00558,2024-03-02,C0275,JV011,PS5,219.9,1,Yape,Ana
V00559,2024-05-15,C0437,JV010,PS5,229.9,1,Efectivo,María
V00560,2024-12-26,C0357,JV010,PC,229.9,3,Efectivo,María
V00561,2024-02-16,C0365,JV011,PS5,219.9,1,Plin,Ana
V00562,2024-12-12,C0154,JV017,Xbox,219.9,1,Yape,Carlos
V00563,2024-08-19,C0285,JV013,PS5,269.9,3,Yape,Carlos
V00564,2024-03-12,C0063,JV015,PS5,239.9,1,Efectivo,María
V00565,2024-07-24,C0191,JV005,PS5,299.9,1,Tarjeta Débito,Luis
V00566,2024-02-08,C0012,JV009,Switch,199.9,3,Yape,Ana
V00567,2024-06-18,C0063,JV005,PS5,299.9,1,Tarjeta Crédito,Carlos
V00568,2024-08-09,C0421,JV006,Switch,219.9,2,Tarjeta Crédito,Carlos
V00569,2024-08-06,C0089,JV013,PS5,269.9,2,Yape,María
V00570,2024-08-16,C0453,JV009,Switch,199.9,1,Efectivo,Luis
V00571,2024-05-05,C0332,JV020,Xbox,179.9,2,Tarjeta Crédito,Ana
V00572,2024-02-01,C0045,JV018,Xbox,129.9,1,Tarjeta Crédito,María
V00573,2024-11-25,C0453,JV014,PC,259.9,1,Yape,Luis
V00574,2024-07-02,C0246,JV001,PS5,299.9,1,Tarjeta Crédito,José
V00575,2024-06-13,C0199,JV019,Switch,249.9,2,Yape,Carlos
V00576,2024-04-22,C0016,JV011,PS5,219.9,2,Efectivo,Ana
V00577,2024-10-26,C0120,JV017,PS5,219.9,1,Efectivo,María
V00578,2024-09-30,C0418,JV008,PS5,239.9,1,Yape,Luis
V00579,2024-03-29,C0091,JV013,PS4,269.9,1,Tarjeta Débito,José
V00580,2024-01-15,C0361,JV012,Xbox,189.9,2,Tarjeta Débito,Luis
V00581,2024-04-06,C0429,JV005,PS5,299.9,2,Tarjeta Débito,José
V00582,2024-01-20,C0047,JV006,PS5,219.9,1,Yape,Luis
V00583,2024-09-26,C0245,JV008,PS5,239.9,1,Plin,Luis
V00584,2024-03-07,C0175,JV007,PS5,249.9,3,Plin,Carlos
V00585,2024-10-27,C0361,JV001,PS4,299.9,1,Efectivo,Luis
V00586,2024-07-10,C0361,JV012,Switch,189.9,1,Tarjeta Débito,Carlos
V00587,2024-06-14,C0070,JV011,PS5,219.9,1,Tarjeta Crédito,Ana
V00588,2024-12-28,C0496,JV011,PC,219.9,1,Tarjeta Débito,José
V00589,2024-10-28,C0418,JV008,PS5,239.9,2,Tarjeta Crédito,José
V00590,2024-03-31,C0374,JV010,PS5,229.9,1,Tarjeta Débito,Ana
V00591,2024-04-03,C0309,JV019,Switch,249.9,1,Tarjeta Débito,María
V00592,2024-09-11,C0073,JV019,Switch,249.9,1,Efectivo,María
V00593,2024-03-26,C0326,JV012,PS5,189.9,1,Plin,Ana
V00594,2024-04-17,C0128,JV001,PS5,299.9,1,Plin,José
V00595,2024-01-01,C0025,JV004,Switch,279.9,2,Tarjeta Crédito,Ana
V00596,2024-09-09,C0452,JV006,Switch,219.9,1,Plin,Luis
V00597,2024-09-02,C0404,JV013,PS5,269.9,1,Yape,María
V00598,2024-01-18,C0151,JV015,PS5,239.9,1,Plin,José
V00599,2024-06-24,C0088,JV004,Switch,279.9,1,Yape,Carlos
V00600,2024-06-22,C0305,JV018,PC,129.9,1,Tarjeta Crédito,Carlos
V00601,2024-03-25,C0311,JV014,Switch,259.9,2,Yape,Carlos
V00602,2024-04-15,C0499,JV004,Switch,279.9,1,Tarjeta Crédito,Luis
V00603,2024-12-04,C0145,JV018,Xbox,129.9,1,Yape,Carlos
V00604,2024-10-19,C0282,JV002,PS5,249.9,1,Yape,Carlos
V00605,2024-08-06,C0045,JV012,Xbox,189.9,1,Tarjeta Débito,Ana
V00606,2024-01-14,C0106,JV007,PS5,249.9,1,Plin,Carlos
V00607,2024-02-29,C0158,JV016,PS5,289.9,3,Tarjeta Crédito,Ana
V00608,2024-11-24,C0279,JV009,Switch,199.9,1,Yape,José
V00609,2024-04-05,C0229,JV013,PS5,269.9,1,Plin,Ana
V00610,2024-04-25,C0429,JV015,Xbox,239.9,1,Tarjeta Débito,Carlos
V00611,2024-12-22,C0342,JV005,PS5,299.9,3,Efectivo,José
V00612,2024-10-28,C0117,JV018,PC,129.9,1,Efectivo,Ana
V00613,2024-10-01,C0352,JV017,PS5,219.9,1,Tarjeta Débito,María
V00614,2024-02-10,C0203,JV016,PS5,289.9,1,Tarjeta Débito,Luis
V00615,2024-10-19,C0347,JV017,PC,219.9,3,Yape,Carlos
V00616,2024-03-26,C0498,JV015,PS5,239.9,1,Yape,María
V00617,2024-02-10,C0350,JV002,PS5,249.9,1,Yape,María
V00618,2024-06-12,C0467,JV020,PS5,179.9,1,Efectivo,Ana
V00619,2024-10-09,C0167,JV018,Xbox,129.9,1,Tarjeta Débito,Ana
V00620,2024-12-24,C0320,JV001,PS5,299.9,3,Tarjeta Débito,Ana
V00621,2024-03-17,C0076,JV004,Switch,279.9,1,Tarjeta Débito,Luis
V00622,2024-10-15,C0400,JV004,Switch,279.9,1,Plin,Luis
V00623,2024-05-15,C0197,JV012,Switch,189.9,1,Tarjeta Débito,Luis
V00624,2024-03-29,C0142,JV016,PS5,289.9,1,Yape,Luis
V00625,2024-12-21,C0206,JV020,PS5,179.9,2,Tarjeta Crédito,José
V00626,2024-08-31,C0472,JV008,Xbox,239.9,1,Plin,Carlos
V00627,2024-06-04,C0160,JV011,PS5,219.9,3,Tarjeta Crédito,Carlos
V00628,2024-06-02,C0499,JV008,Switch,239.9,1,Plin,José
V00629,2024-11-26,C0046,JV014,PS4,259.9,2,Tarjeta Crédito,María
V00630,2024-09-05,C0389,JV014,PC,259.9,2,Plin,Carlos
V00631,2024-03-22,C0034,JV017,Xbox,219.9,3,Tarjeta Débito,Ana
V00632,2024-09-25,C0451,JV005,PS5,299.9,3,Efectivo,María
V00633,2024-04-12,C0429,JV007,PS5,249.9,3,Yape,Carlos
V00634,2024-07-03,C0361,JV015,PS5,239.9,1,Plin,José
V00635,2024-07-22,C0326,JV015,PS5,239.9,2,Efectivo,María
V00636,2024-10-31,C0229,JV012,PS4,189.9,1,Tarjeta Crédito,Luis
V00637,2024-06-25,C0084,JV018,Xbox,129.9,1,Efectivo,José
V00638,2024-01-26,C0084,JV001,PS5,299.9,1,Yape,María
V00639,2024-04-15,C0138,JV008,Switch,239.9,2,Tarjeta Débito,Carlos
V00640,2024-03-08,C0332,JV001,PS4,299.9,1,Tarjeta Débito,Carlos
V00641,2024-11-07,C0413,JV008,Xbox,239.9,1,Plin,Ana
V00642,2024-06-27,C0236,JV013,PS5,269.9,3,Yape,Ana
V00643,2024-09-23,C0423,JV010,PC,229.9,2,Tarjeta Crédito,Luis
V00644,2024-09-18,C0340,JV004,Switch,279.9,1,Tarjeta Débito,Luis
V00645,2024-06-01,C0351,JV020,PS5,179.9,1,Tarjeta Crédito,Carlos
V00646,2024-11-23,C0167,JV011,PS5,219.9,1,Plin,José
V00647,2024-09-21,C0392,JV007,PS5,249.9,1,Efectivo,Luis
V00648,2024-06-12,C0349,JV013,PS4,269.9,2,Efectivo,Ana
V00649,2024-08-02,C0208,JV010,PS5,229.9,1,Efectivo,Luis
V00650,2024-04-07,C0176,JV019,Switch,249.9,3,Tarjeta Débito,Ana
V00651,2024-06-02,C0433,JV012,PS4,189.9,2,Tarjeta Débito,María
V00652,2024-08-29,C0066,JV010,Xbox,229.9,1,Tarjeta Débito,María
V00653,2024-02-15,C0114,JV011,PS5,219.9,2,Yape,José
V00654,2024-06-18,C0191,JV014,Xbox,259.9,3,Tarjeta Débito,José
V00655,2024-03-01,C0241,JV015,PS5,239.9,3,Tarjeta Débito,Luis
V00656,2024-08-29,C0456,JV020,PS5,179.9,1,Tarjeta Débito,Carlos
V00657,2024-06-01,C0212,JV013,PS5,269.9,2,Yape,María
V00658,2024-07-28,C0292,JV007,PS5,249.9,1,Yape,José
V00659,2024-02-11,C0250,JV006,Xbox,219.9,3,Yape,José
V00660,2024-08-19,C0141,JV002,PS5,249.9,1,Yape,Luis
V00661,2024-02-15,C0067,JV006,PC,219.9,1,Tarjeta Crédito,Ana
V00662,2024-09-01,C0197,JV013,PS5,269.9,1,Efectivo,Luis
V00663,2024-07-10,C0487,JV007,PS5,249.9,2,Plin,Luis
V00664,2024-12-12,C0003,JV007,PS5,249.9,1,Yape,José
V00665,2024-02-22,C0197,JV010,PC,229.9,1,Tarjeta Débito,José
V00666,2024-01-24,C0153,JV006,Xbox,219.9,1,Tarjeta Crédito,Luis
V00667,2024-06-21,C0223,JV020,PS5,179.9,2,Plin,Ana
V00668,2024-04-06,C0085,JV012,Switch,189.9,3,Efectivo,María
V00669,2024-03-08,C0109,JV008,PS5,239.9,2,Tarjeta Débito,Luis
V00670,2024-07-06,C0365,JV006,PS5,219.9,1,Tarjeta Crédito,José
V00671,2024-01-25,C0305,JV018,Switch,129.9,2,Efectivo,Carlos
V00672,2024-02-29,C0214,JV002,PS5,249.9,2,Tarjeta Crédito,Carlos
V00673,2024-08-30,C0360,JV018,Switch,129.9,1,Yape,Carlos
V00674,2024-12-04,C0052,JV010,PC,229.9,1,Plin,Luis
V00675,2024-03-11,C0215,JV020,PS5,179.9,2,Tarjeta Débito,Luis
V00676,2024-02-28,C0402,JV004,Switch,279.9,1,Tarjeta Crédito,María
V00677,2024-05-14,C0426,JV020,PC,179.9,1,Yape,José
V00678,2024-03-23,C0021,JV014,PC,259.9,1,Tarjeta Crédito,María
V00679,2024-04-30,C0002,JV016,PS5,289.9,1,Efectivo,Carlos
V00680,2024-09-09,C0077,JV019,Switch,249.9,2,Tarjeta Débito,Carlos
V00681,2024-11-25,C0119,JV004,Switch,279.9,1,Plin,José
V00682,2024-02-21,C0417,JV015,PS5,239.9,1,Efectivo,José
V00683,2024-12-12,C0161,JV012,Switch,189.9,3,Efectivo,Carlos
V00684,2024-03-11,C0340,JV002,PS5,249.9,1,Plin,José
V00685,2024-05-17,C0450,JV015,PS5,239.9,2,Plin,José
V00686,2024-07-24,C0205,JV006,Switch,219.9,1,Plin,Ana
V00687,2024-08-03,C0333,JV016,PS5,289.9,3,Efectivo,María
V00688,2024-03-22,C0054,JV002,PS5,249.9,3,Tarjeta Débito,Ana
V00689,2024-08-12,C0093,JV019,Switch,249.9,2,Tarjeta Crédito,José
V00690,2024-12-16,C0451,JV020,PS5,179.9,1,Tarjeta Crédito,Ana
V00691,2024-08-13,C0024,JV004,Switch,279.9,1,Plin,José
V00692,2024-12-13,C0269,JV001,PS5,299.9,2,Tarjeta Débito,María
V00693,2024-09-24,C0353,JV011,PC,219.9,2,Efectivo,Ana
V00694,2024-06-26,C0340,JV008,Switch,239.9,1,Yape,Luis
V00695,2024-01-06,C0330,JV020,PS5,179.9,1,Tarjeta Débito,Ana
V00696,2024-03-25,C0039,JV016,PS5,289.9,3,Plin,María
V00697,2024-01-26,C0260,JV011,PS5,219.9,1,Tarjeta Débito,Ana
V00698,2024-04-30,C0041,JV013,PS5,269.9,3,Tarjeta Crédito,Luis
V00699,2024-09-12,C0229,JV015,Xbox,239.9,1,Efectivo,Ana
V00700,2024-07-25,C0212,JV001,PS5,299.9,1,Tarjeta Débito,Luis
V00701,2024-02-16,C0406,JV001,PS5,299.9,3,Tarjeta Débito,José
